t,x,y,yaw,v,w,t_abs
0.022,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.744
0.042,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.764
0.062,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.784
0.082,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.804
0.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.824
0.122,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.844
0.143,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.865
0.163,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.885
0.183,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.905
0.203,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.925
0.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.944
0.243,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.965
0.262,1.2000,5.0000,0.0000,0.0000,0.0000,1788738917.984
0.282,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.004
0.302,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.024
0.322,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.044
0.342,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.064
0.362,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.084
0.383,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.105
0.402,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.124
0.422,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.144
0.442,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.164
0.462,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.184
0.483,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.205
0.503,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.225
0.522,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.244
0.542,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.264
0.562,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.284
0.582,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.304
0.603,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.325
0.622,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.344
0.642,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.364
0.662,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.384
0.682,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.404
0.702,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.424
0.722,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.444
0.743,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.465
0.763,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.485
0.783,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.505
0.802,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.524
0.822,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.544
0.842,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.564
0.862,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.584
0.882,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.604
0.902,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.624
0.922,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.644
0.942,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.664
0.962,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.684
0.982,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.704
1.002,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.724
1.022,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.744
1.042,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.764
1.062,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.784
1.082,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.804
1.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788738918.824
