t,x,y,yaw,v,w,t_abs
0.022,1.2000,5.0000,0.0000,0.0000,0.0000,1788740387.976
0.042,1.2000,5.0000,0.0000,0.0000,0.0000,1788740387.996
0.062,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.016
0.082,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.036
0.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.056
0.122,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.076
0.142,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.096
0.162,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.116
0.182,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.136
0.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.156
0.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.176
0.242,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.196
0.262,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.216
0.282,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.236
0.302,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.256
0.323,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.276
0.342,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.296
0.362,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.316
0.382,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.336
0.402,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.356
0.422,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.376
0.442,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.396
0.462,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.416
0.482,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.436
0.502,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.456
0.522,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.476
0.542,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.496
0.562,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.516
0.582,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.536
0.602,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.556
0.622,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.576
0.642,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.596
0.662,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.616
0.682,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.636
0.702,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.656
0.722,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.676
0.742,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.696
0.762,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.716
0.783,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.736
0.802,1.2000,5.0000,0.0000,0.0000,0.0000,1788740388.756
