t,x,y,yaw,v,w,t_abs
0.022,1.2000,5.0000,0.0000,0.0000,0.0000,1788739343.978
0.042,1.2000,5.0000,0.0000,0.0000,0.0000,1788739343.998
0.063,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.018
0.082,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.038
0.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.058
0.122,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.078
0.142,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.098
0.162,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.118
0.182,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.138
0.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.158
0.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.178
0.242,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.198
0.263,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.218
0.282,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.238
0.302,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.258
0.323,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.278
0.342,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.298
0.362,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.318
0.382,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.338
0.402,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.358
0.422,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.378
0.442,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.398
0.462,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.418
0.482,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.438
0.502,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.458
0.522,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.478
0.542,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.498
0.562,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.518
0.583,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.538
0.602,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.558
0.622,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.578
0.642,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.598
0.662,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.618
0.682,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.638
0.702,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.658
0.722,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.678
0.742,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.698
0.762,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.718
0.782,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.738
0.802,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.758
0.822,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.778
0.842,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.798
0.862,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.818
0.882,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.838
0.902,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.858
0.922,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.878
0.942,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.898
0.962,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.918
0.982,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.938
1.003,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.958
1.022,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.978
1.042,1.2000,5.0000,0.0000,0.0000,0.0000,1788739344.998
1.062,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.018
1.082,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.038
1.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.058
1.122,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.078
1.142,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.098
1.162,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.118
1.182,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.138
1.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.158
1.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.178
1.242,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.198
1.262,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.218
1.282,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.238
1.302,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.258
1.322,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.278
1.343,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.298
1.362,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.318
1.382,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.338
1.402,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.358
1.423,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.378
1.442,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.398
1.462,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.418
1.482,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.438
1.502,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.458
1.523,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.478
1.542,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.498
1.562,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.518
1.582,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.538
1.602,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.558
1.622,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.578
1.642,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.598
1.662,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.618
1.682,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.638
1.703,1.2000,5.0000,0.0000,0.0000,0.0000,1788739345.658
