t,x,y,yaw,v,w,t_abs
0.022,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.717
0.043,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.737
0.063,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.757
0.083,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.777
0.103,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.798
0.123,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.817
0.143,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.837
0.163,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.857
0.183,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.877
0.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.897
0.223,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.917
0.242,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.937
0.263,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.957
0.283,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.977
0.303,1.2000,5.0000,0.0000,0.0000,0.0000,1788738803.997
0.323,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.017
0.343,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.037
0.363,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.057
0.383,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.077
0.403,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.097
0.423,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.117
0.443,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.137
0.463,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.157
0.483,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.177
0.503,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.197
0.523,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.217
0.543,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.237
0.563,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.257
0.583,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.278
0.603,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.297
0.623,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.317
0.643,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.337
0.663,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.357
0.683,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.377
0.703,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.397
0.723,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.417
0.742,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.437
0.763,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.457
0.783,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.477
0.802,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.497
0.823,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.517
0.842,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.537
0.862,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.557
0.883,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.577
0.902,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.597
0.923,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.617
0.942,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.637
0.963,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.657
0.983,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.677
1.002,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.697
1.023,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.717
1.043,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.737
1.062,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.757
1.083,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.777
1.103,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.797
1.123,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.817
1.143,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.837
1.162,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.857
1.182,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.877
1.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.897
1.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.917
1.242,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.937
1.262,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.957
1.282,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.977
1.302,1.2000,5.0000,0.0000,0.0000,0.0000,1788738804.997
1.322,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.017
1.342,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.037
1.363,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.057
1.383,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.077
1.403,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.097
1.422,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.117
1.443,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.137
1.462,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.157
1.483,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.177
1.503,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.197
1.523,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.217
1.543,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.237
1.563,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.257
1.583,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.277
1.603,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.297
1.623,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.317
1.643,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.337
1.663,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.357
1.683,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.377
1.703,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.397
1.723,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.417
1.743,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.437
1.763,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.457
1.783,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.478
1.803,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.497
1.823,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.517
1.843,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.537
1.863,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.557
1.883,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.577
1.903,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.597
1.922,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.617
1.943,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.637
1.963,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.657
1.983,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.677
2.003,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.697
2.023,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.717
2.043,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.737
2.063,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.758
2.083,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.777
2.103,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.797
2.123,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.817
2.143,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.837
2.163,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.857
2.183,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.877
2.203,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.897
2.223,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.917
2.243,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.937
2.263,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.957
2.283,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.977
2.303,1.2000,5.0000,0.0000,0.0000,0.0000,1788738805.998
2.323,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.017
2.343,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.038
2.363,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.057
2.383,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.077
2.403,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.097
2.423,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.117
2.443,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.137
2.463,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.157
2.483,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.177
2.503,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.197
2.523,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.217
2.543,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.237
2.563,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.258
2.583,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.278
2.603,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.297
2.623,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.317
2.643,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.337
2.663,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.357
2.683,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.377
2.703,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.397
2.723,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.417
2.743,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.437
2.763,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.457
2.783,1.2000,5.0000,0.0000,0.0000,0.0000,1788738806.477
