t,x,y,yaw,v,w,t_abs
0.022,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.519
0.042,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.539
0.062,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.559
0.082,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.579
0.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.599
0.122,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.619
0.142,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.639
0.162,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.659
0.182,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.679
0.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.699
0.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.719
0.242,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.739
0.262,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.759
0.282,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.779
0.302,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.799
0.322,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.819
0.342,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.839
0.362,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.859
0.382,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.879
0.402,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.899
0.422,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.919
0.442,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.939
0.462,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.959
0.482,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.979
0.502,1.2000,5.0000,0.0000,0.0000,0.0000,1788739473.999
0.522,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.019
0.543,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.039
0.562,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.059
0.582,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.079
0.602,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.099
0.622,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.119
0.642,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.139
0.662,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.159
0.682,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.179
0.702,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.199
0.722,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.219
0.743,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.239
0.762,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.259
0.782,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.279
0.802,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.299
0.822,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.319
0.842,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.339
0.862,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.359
0.882,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.379
0.902,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.399
0.922,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.419
0.942,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.439
0.962,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.459
0.982,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.479
1.002,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.499
1.022,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.519
1.042,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.539
1.062,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.559
1.082,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.579
1.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.599
1.122,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.619
1.143,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.639
1.162,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.659
1.182,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.679
1.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.699
1.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.719
1.242,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.739
1.262,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.759
1.282,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.779
1.302,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.799
1.323,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.819
1.342,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.839
1.363,1.2000,5.0000,0.0000,0.0000,0.0000,1788739474.859
