t,x,y,yaw,v,w,t_abs
0.022,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.647
0.042,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.667
0.062,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.687
0.082,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.707
0.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.727
0.122,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.747
0.142,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.767
0.162,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.787
0.182,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.807
0.203,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.828
0.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.847
0.242,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.867
0.262,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.887
0.282,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.907
0.302,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.927
0.322,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.947
0.342,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.967
0.362,1.2000,5.0000,0.0000,0.0000,0.0000,1788738676.987
0.383,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.008
0.403,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.028
0.422,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.047
0.442,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.067
0.463,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.088
0.483,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.108
0.503,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.128
0.523,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.148
0.543,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.167
0.563,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.187
0.583,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.207
0.603,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.227
0.623,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.248
0.643,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.267
0.663,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.287
0.683,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.307
0.702,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.327
0.723,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.347
0.743,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.367
0.763,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.387
0.783,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.407
0.803,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.427
0.822,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.447
0.842,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.467
0.862,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.487
0.883,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.507
0.903,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.527
0.923,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.547
0.943,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.568
0.963,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.588
0.983,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.608
1.003,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.628
1.023,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.648
1.043,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.668
1.063,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.687
1.083,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.708
1.103,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.727
1.123,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.748
1.143,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.768
1.163,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.788
1.183,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.808
1.203,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.828
1.223,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.848
1.243,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.868
1.263,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.888
1.283,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.908
1.302,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.927
1.323,1.2000,5.0000,0.0000,0.0000,0.0000,1788738677.948
