t,x,y,yaw,v,w,t_abs
0.023,1.2000,5.0000,0.0000,0.0000,0.0000,1788739200.932
0.043,1.2000,5.0000,0.0000,0.0000,0.0000,1788739200.952
0.063,1.2000,5.0000,0.0000,0.0000,0.0000,1788739200.972
0.083,1.2000,5.0000,0.0000,0.0000,0.0000,1788739200.992
0.103,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.012
0.123,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.032
0.143,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.052
0.162,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.072
0.183,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.092
0.203,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.112
0.223,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.132
0.243,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.152
0.263,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.172
0.283,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.192
0.303,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.212
0.322,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.232
0.343,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.252
0.363,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.272
0.383,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.292
0.403,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.312
0.422,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.332
0.442,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.352
0.463,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.372
0.482,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.392
0.502,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.412
0.522,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.432
0.542,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.452
0.562,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.472
0.583,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.492
0.603,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.512
0.623,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.532
0.643,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.552
0.663,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.572
0.683,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.592
0.703,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.612
0.723,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.632
0.743,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.652
0.763,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.672
0.783,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.692
0.803,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.712
0.823,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.732
0.843,1.2000,5.0000,0.0000,0.0000,0.0000,1788739201.752
