t,x,y,yaw,v,w,t_abs
0.022,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.071
0.042,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.090
0.062,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.110
0.082,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.130
0.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.150
0.122,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.170
0.142,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.191
0.162,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.210
0.182,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.230
0.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.250
0.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.270
0.242,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.290
0.262,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.310
0.283,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.331
0.303,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.351
0.323,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.371
0.343,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.391
0.363,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.411
0.383,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.431
0.403,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.451
0.423,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.471
0.443,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.491
0.463,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.511
0.483,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.531
0.503,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.551
0.522,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.571
0.543,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.591
0.562,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.611
0.583,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.631
0.603,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.651
0.623,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.671
0.643,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.691
0.663,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.711
0.683,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.731
0.702,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.751
0.722,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.771
0.743,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.791
0.763,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.811
0.783,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.831
0.802,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.851
0.823,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.871
0.843,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.891
0.863,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.911
0.883,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.931
0.903,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.951
0.923,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.971
0.943,1.2000,5.0000,0.0000,0.0000,0.0000,1788738733.991
0.963,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.011
0.983,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.031
1.002,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.051
1.023,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.071
1.043,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.091
1.063,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.111
1.083,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.131
1.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.151
1.123,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.171
1.142,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.191
1.163,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.211
1.183,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.231
1.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.251
1.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.271
1.243,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.291
1.263,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.311
1.283,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.331
1.302,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.351
1.323,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.371
1.343,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.391
1.363,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.411
1.383,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.431
1.402,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.451
1.423,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.471
1.443,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.491
1.463,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.511
1.483,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.531
1.502,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.551
1.523,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.571
1.543,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.591
1.562,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.611
1.583,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.631
1.602,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.651
1.623,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.671
1.643,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.691
1.663,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.711
1.683,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.731
1.702,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.751
1.722,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.771
1.743,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.791
1.763,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.811
1.783,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.831
1.802,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.851
1.823,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.871
1.843,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.891
1.863,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.911
1.883,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.931
1.902,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.951
1.923,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.971
1.943,1.2000,5.0000,0.0000,0.0000,0.0000,1788738734.991
1.962,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.011
1.983,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.031
2.002,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.051
2.023,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.071
2.043,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.091
2.063,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.111
2.083,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.131
2.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.151
2.123,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.171
2.143,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.191
2.163,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.211
2.183,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.231
2.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.251
2.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.271
2.243,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.291
2.263,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.311
2.283,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.331
2.302,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.351
2.323,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.371
2.343,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.391
2.363,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.411
2.383,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.431
2.402,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.451
2.423,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.471
2.443,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.491
2.463,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.511
2.483,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.531
2.502,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.551
2.523,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.571
2.543,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.591
2.563,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.611
2.583,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.631
2.602,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.651
2.623,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.671
2.643,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.691
2.663,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.711
2.683,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.731
2.702,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.751
2.722,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.771
2.743,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.791
2.763,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.811
2.783,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.831
2.802,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.851
2.823,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.871
2.843,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.891
2.863,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.911
2.883,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.931
2.903,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.951
2.923,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.971
2.943,1.2000,5.0000,0.0000,0.0000,0.0000,1788738735.991
2.963,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.011
2.983,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.031
3.002,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.051
3.023,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.071
3.043,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.091
3.063,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.111
3.082,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.131
3.102,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.151
3.123,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.171
3.143,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.191
3.163,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.211
3.183,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.231
3.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.251
3.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.271
3.243,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.291
3.263,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.311
3.283,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.331
3.303,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.351
3.323,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.371
3.343,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.391
3.363,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.411
3.383,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.431
3.402,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.451
3.423,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.471
3.443,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.491
3.463,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.511
3.483,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.531
3.503,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.551
3.523,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.571
3.543,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.591
3.562,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.611
3.583,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.631
3.603,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.651
3.623,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.671
3.643,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.691
3.663,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.711
3.683,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.731
3.702,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.751
3.723,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.771
3.743,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.791
3.762,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.811
3.783,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.831
3.803,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.851
3.823,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.871
3.843,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.891
3.863,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.911
3.883,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.931
3.903,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.951
3.923,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.971
3.943,1.2000,5.0000,0.0000,0.0000,0.0000,1788738736.991
3.963,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.011
3.983,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.031
4.002,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.051
4.022,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.071
4.043,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.091
4.063,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.111
4.083,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.131
4.103,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.151
4.122,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.171
4.143,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.191
4.163,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.211
4.183,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.231
4.202,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.251
4.222,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.271
4.243,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.291
4.263,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.311
4.283,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.331
4.303,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.351
4.323,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.371
4.343,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.391
4.363,1.2000,5.0000,0.0000,0.0000,0.0000,1788738737.411
